order,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
367,8.64E-52,-0.647305581,0.688,0.821,1.21E-47,1,Tuba1b
368,9.86E-52,0.303318414,0.732,0.365,1.38E-47,1,6-Sep
369,1.77E-51,-0.783700501,0.16,0.473,2.48E-47,1,Mnda
370,1.97E-51,-0.553079352,0.57,0.737,2.75E-47,1,Laptm4a
371,4.52E-51,0.391543468,0.992,0.969,6.32E-47,1,Sub1
372,1.43E-50,-0.489708494,0.025,0.346,2.00E-46,1,Eps8
373,1.45E-50,0.401053651,0.672,0.391,2.02E-46,1,Ndfip1
374,2.48E-50,-0.526122263,0.649,0.757,3.47E-46,1,Atp6v0b
375,2.54E-50,-0.500102287,0.16,0.476,3.55E-46,1,Prcp
376,3.44E-50,0.3106137,0.987,0.977,4.82E-46,1,Rpl15
377,6.56E-50,-0.712802825,0.058,0.382,9.17E-46,1,Atf3
378,7.71E-50,0.30176854,0.335,0.118,1.08E-45,1,Armc7
379,1.14E-49,-0.542926473,0.183,0.497,1.60E-45,1,Creg1
380,2.04E-49,-0.81415907,0.503,0.673,2.85E-45,1,Gm2a
381,2.06E-49,-0.920991962,0.164,0.482,2.87E-45,1,Sepp1
382,3.28E-49,0.412125636,0.674,0.389,4.59E-45,1,Acot7
383,3.32E-49,0.2721744,0.416,0.164,4.65E-45,1,Nfatc1
384,4.98E-49,-0.933422955,0.355,0.607,6.97E-45,1,Napsa
385,6.59E-49,-0.688126737,0.031,0.345,9.21E-45,1,Msr1
386,7.57E-49,0.290701086,0.992,0.964,1.06E-44,1,Eef1b2
387,9.58E-49,-0.549281097,0.046,0.363,1.34E-44,1,Batf3
388,1.19E-48,-0.873005634,0.064,0.377,1.67E-44,1,Ccr1
389,1.74E-48,-0.846143576,0.281,0.571,2.43E-44,1,Dusp1
390,1.91E-48,-0.468367524,0.066,0.389,2.67E-44,1,P2rx4
391,2.04E-48,-1.20782017,0.297,0.538,2.86E-44,1,Ms4a6d
392,2.25E-48,-0.976359928,0.04,0.352,3.15E-44,1,Ifitm6
393,2.56E-48,-0.581745568,0.676,0.774,3.58E-44,1,Rnh1
394,3.73E-48,-0.751822786,0.669,0.788,5.22E-44,1,Sat1
395,3.74E-48,-0.600001528,0.212,0.503,5.23E-44,1,Tnfrsf1a
396,4.70E-48,-0.588546081,0.029,0.337,6.57E-44,1,Slc11a1
397,5.10E-48,0.251621075,0.455,0.191,7.13E-44,1,Ebpl
398,6.96E-48,-0.519108814,0.977,0.955,9.73E-44,1,Ly6e
399,1.13E-47,0.279854042,0.393,0.154,1.58E-43,1,Ttc39b
400,1.29E-47,-0.957947017,0.468,0.657,1.80E-43,1,Msrb1
401,1.35E-47,0.443914711,0.855,0.711,1.89E-43,1,Cox17
402,1.62E-47,-0.590137716,0.044,0.353,2.26E-43,1,Emilin2
403,1.78E-47,0.339226671,0.815,0.498,2.49E-43,1,Cd37
404,2.14E-47,-0.527852269,0.644,0.755,2.99E-43,1,Pitpna
405,4.22E-47,-0.454228502,0.091,0.403,5.91E-43,1,Ralb
406,5.86E-47,0.345139853,0.476,0.214,8.20E-43,1,Mxd4
407,8.84E-47,0.527255938,0.933,0.747,1.24E-42,1,S100a4
408,1.03E-46,0.326961382,0.773,0.465,1.44E-42,1,Arhgef1
409,1.12E-46,-0.620674277,0.031,0.334,1.57E-42,1,Klra2
410,1.29E-46,-0.733744759,0.47,0.643,1.80E-42,1,Pnp
411,2.52E-46,0.362251531,0.794,0.539,3.53E-42,1,Mettl23
412,4.92E-46,0.339419778,0.588,0.296,6.88E-42,1,Bhlhe40
413,1.30E-45,0.362046217,0.906,0.673,1.82E-41,1,Apobec3
414,1.50E-45,-0.502451322,0.021,0.316,2.09E-41,1,Igsf6
415,1.57E-45,0.290108861,0.522,0.243,2.20E-41,1,Il21r
416,1.66E-45,-0.46094592,0.015,0.309,2.32E-41,1,Cd302
417,2.44E-45,-0.548962634,0.075,0.375,3.41E-41,1,Tubb2a
418,4.23E-45,-0.846570192,0.089,0.399,5.92E-41,1,Tmem176b
419,5.79E-45,-0.457873745,0.025,0.317,8.10E-41,1,Tbxas1
420,6.09E-45,-0.791787602,0.042,0.334,8.51E-41,1,Ifi205
421,6.94E-45,0.291771155,0.534,0.248,9.70E-41,1,Ngfrap1
422,1.00E-44,-0.54554419,0.025,0.317,1.40E-40,1,Bst1
423,1.02E-44,0.307101048,0.95,0.867,1.43E-40,1,Eif3e
424,1.65E-44,-0.822499677,0.027,0.317,2.30E-40,1,C3ar1
425,1.93E-44,-0.977870802,0.062,0.354,2.69E-40,1,Hmox1
426,2.11E-44,0.354638793,0.769,0.499,2.95E-40,1,Fkbp3
427,2.49E-44,-0.465620473,0.624,0.753,3.49E-40,1,Tmed10
428,4.43E-44,0.261945974,0.987,0.972,6.20E-40,1,Uqcrh
429,5.63E-44,-1.063909494,0.798,0.798,7.87E-40,1,Lgals3
430,8.74E-44,0.32196524,0.407,0.171,1.22E-39,1,Gtf2i
431,9.37E-44,0.395124385,0.572,0.298,1.31E-39,1,Pkp3
432,1.18E-43,0.345654238,0.617,0.348,1.65E-39,1,Sh3kbp1
433,1.49E-43,-0.466762551,0.031,0.319,2.09E-39,1,Lrp1
434,1.90E-43,-0.854187363,0.154,0.434,2.65E-39,1,Ninj1
435,2.37E-43,0.403835871,0.99,0.944,3.31E-39,1,S100a10
436,6.74E-43,-0.694848129,0.027,0.311,9.43E-39,1,Plaur
437,7.19E-43,-0.394790569,0.023,0.305,1.00E-38,1,Aldh3b1
438,1.04E-42,0.262778351,0.48,0.207,1.45E-38,1,Fam189b
439,1.28E-42,-0.362904184,0.031,0.312,1.78E-38,1,5031439G07Rik
440,1.39E-42,0.363790378,0.892,0.733,1.94E-38,1,Dnajc15
441,1.43E-42,0.266757585,0.362,0.144,1.99E-38,1,Chsy1
442,1.49E-42,-0.698997009,0.087,0.377,2.09E-38,1,Ltb4r1
443,1.73E-42,0.375332279,0.973,0.913,2.42E-38,1,Aldoa
444,1.80E-42,0.287454734,0.994,0.973,2.51E-38,1,Rbm3
445,2.01E-42,-0.410901638,0.033,0.316,2.81E-38,1,Tifa
446,2.40E-42,-0.530556634,0.042,0.326,3.36E-38,1,Cbfa2t3
447,3.35E-42,0.273675467,0.996,0.99,4.68E-38,1,Pfn1
448,4.27E-42,-0.324409754,0.994,0.988,5.97E-38,1,Arpc1b
449,4.59E-42,-0.434051153,0.116,0.41,6.42E-38,1,Ncf1
450,5.55E-42,-0.438640185,0.108,0.402,7.76E-38,1,Gng12
451,6.73E-42,-0.711306642,0.127,0.422,9.41E-38,1,Sell
452,7.35E-42,0.333688257,0.705,0.425,1.03E-37,1,Tbrg1
453,7.66E-42,0.303698839,0.936,0.865,1.07E-37,1,Polr1d
454,1.39E-41,-0.577953114,0.568,0.752,1.95E-37,1,Pim1
455,1.71E-41,-1.21491659,0.031,0.309,2.39E-37,1,Lpl
456,1.75E-41,-0.463419426,0.052,0.332,2.44E-37,1,Apobec1
457,3.11E-41,-0.384692304,0.998,0.998,4.34E-37,1,H3f3b
458,3.85E-41,0.269254102,0.459,0.207,5.38E-37,1,Gna15
459,4.21E-41,-0.578444058,0.044,0.323,5.88E-37,1,Pkib
460,5.21E-41,0.317422845,0.757,0.458,7.28E-37,1,H2afv
461,5.55E-41,0.297164727,0.988,0.953,7.76E-37,1,Npm1
462,6.24E-41,-0.680095832,0.197,0.463,8.73E-37,1,Lilr4b
463,7.94E-41,0.276566458,0.563,0.285,1.11E-36,1,Dnajc1
464,1.26E-40,-0.529423173,0.031,0.303,1.76E-36,1,Anxa3
465,1.41E-40,-0.510611494,0.593,0.737,1.97E-36,1,Mcl1
466,2.36E-40,0.256614738,0.994,0.994,3.30E-36,1,Rps26
467,5.34E-40,-0.46824996,0.023,0.294,7.47E-36,1,Rab7b
468,6.43E-40,-0.470288586,0.017,0.282,9.00E-36,1,Adgre1
469,9.01E-40,-0.405664302,0.077,0.352,1.26E-35,1,Tep1
470,1.77E-39,-0.463576523,1,0.999,2.48E-35,1,Malat1
471,1.83E-39,0.280412814,1,0.995,2.57E-35,1,H2-K1
472,1.85E-39,-0.387890876,0.025,0.292,2.59E-35,1,Cd180
473,2.01E-39,-0.666502974,0.721,0.809,2.82E-35,1,Samhd1
474,3.17E-39,-0.344933753,0.017,0.279,4.43E-35,1,Acvrl1
475,3.49E-39,-0.423586295,0.121,0.398,4.88E-35,1,Cmtm3
476,3.74E-39,0.286109058,0.958,0.913,5.23E-35,1,Ndufa13
477,3.83E-39,-0.846519883,0.031,0.3,5.35E-35,1,Clec4n
478,4.38E-39,-0.413046071,0.023,0.287,6.12E-35,1,Cebpa
479,6.17E-39,-0.328127325,0.913,0.922,8.64E-35,1,Rhoa
480,6.44E-39,0.265064119,0.965,0.923,9.00E-35,1,Ubl5
481,8.49E-39,0.318895492,0.613,0.351,1.19E-34,1,Smap2
482,9.69E-39,-0.55420743,0.426,0.634,1.36E-34,1,Atp2b1
483,1.01E-38,0.296827249,0.929,0.814,1.42E-34,1,Krtcap2
484,1.27E-38,0.318275503,0.457,0.212,1.77E-34,1,Cenpa
485,1.49E-38,-0.792633662,0.127,0.395,2.08E-34,1,Ckb
486,2.30E-38,-0.35086876,0.04,0.307,3.21E-34,1,Rasgrp4
487,2.53E-38,-0.807434307,0.393,0.609,3.54E-34,1,Irf7
488,2.68E-38,-0.743347058,0.031,0.292,3.75E-34,1,F13a1
489,2.96E-38,-0.935534963,0.039,0.304,4.15E-34,1,Fn1
490,3.57E-38,-0.839110013,0.064,0.33,4.99E-34,1,Ctsl
491,3.72E-38,0.283877648,0.457,0.213,5.20E-34,1,2310001H17Rik
492,3.97E-38,-0.387763896,0.11,0.377,5.56E-34,1,Pkig
493,5.47E-38,-0.646583372,0.06,0.324,7.65E-34,1,Trf
494,7.50E-38,-0.33691086,0.019,0.273,1.05E-33,1,Nfam1
495,7.94E-38,-0.372977483,0.081,0.343,1.11E-33,1,Acer3
496,1.02E-37,-0.377004123,0.037,0.298,1.43E-33,1,Pira2
497,1.32E-37,0.291403954,0.563,0.303,1.85E-33,1,Pdlim2
498,1.33E-37,-0.335764539,0.84,0.872,1.87E-33,1,Brk1
499,1.78E-37,-0.602840365,0.025,0.281,2.49E-33,1,Dab2
500,2.55E-37,-0.461784607,0.453,0.709,3.56E-33,1,Emb
501,2.57E-37,-0.468815621,0.906,0.926,3.59E-33,1,Tagln2
502,3.13E-37,0.256705812,0.987,0.969,4.37E-33,1,Gnas
503,4.31E-37,0.255525917,0.445,0.212,6.02E-33,1,Fam3c
504,4.43E-37,0.25362928,0.592,0.318,6.20E-33,1,Srpk1
505,4.80E-37,0.277945176,0.582,0.318,6.72E-33,1,Sms
506,5.21E-37,-0.362483539,0.052,0.309,7.28E-33,1,Rab32
507,5.27E-37,-0.490440289,0.202,0.455,7.37E-33,1,Tubb6
508,5.60E-37,-0.502978995,0.048,0.311,7.82E-33,1,Klf4
509,7.22E-37,0.305382719,0.934,0.83,1.01E-32,1,Snrpf
510,9.27E-37,0.337160171,0.921,0.764,1.30E-32,1,Cd48
511,9.42E-37,-0.481302417,0.06,0.317,1.32E-32,1,Olfm1
512,1.43E-36,-0.374115544,0.037,0.287,2.00E-32,1,Zeb2os
513,2.22E-36,-0.442098964,0.023,0.271,3.10E-32,1,Dpep2
514,2.71E-36,-0.659787377,0.019,0.265,3.79E-32,1,Gm9733
515,2.84E-36,-0.372048703,0.108,0.372,3.98E-32,1,Scpep1
516,3.01E-36,-0.358755591,0.048,0.305,4.21E-32,1,Ccdc88a
517,3.19E-36,-0.491997908,0.197,0.446,4.46E-32,1,Gm10116
518,3.72E-36,-0.683083714,0.044,0.299,5.20E-32,1,Cxcl16
519,3.74E-36,-0.338907516,0.027,0.272,5.23E-32,1,Syk
520,4.29E-36,-0.447613369,0.526,0.681,6.00E-32,1,Rtn4
521,5.16E-36,0.284945818,0.908,0.806,7.22E-32,1,Rps12-ps3
522,6.21E-36,-0.428265683,0.437,0.623,8.68E-32,1,Necap2
523,6.70E-36,-0.413257056,0.767,0.819,9.38E-32,1,Scand1
524,9.31E-36,-0.413051575,0.077,0.333,1.30E-31,1,Slc15a3
525,1.01E-35,0.312630586,0.565,0.325,1.41E-31,1,Pgk1
526,1.06E-35,-0.704318409,0.019,0.262,1.48E-31,1,C5ar1
527,1.11E-35,-0.494306638,0.187,0.434,1.55E-31,1,Anxa4
528,1.50E-35,-0.293258727,0.952,0.952,2.09E-31,1,Gng5
529,1.64E-35,0.31474364,0.802,0.601,2.29E-31,1,Tecr
530,2.16E-35,0.342745396,0.784,0.622,3.01E-31,1,Gm10076
531,2.40E-35,-0.715385255,0.037,0.286,3.36E-31,1,Cd14
532,2.41E-35,-0.458334276,0.17,0.415,3.37E-31,1,Adssl1
533,4.06E-35,-1.798342444,0.116,0.369,5.68E-31,1,Ccl7
534,4.14E-35,-0.448422977,0.033,0.277,5.79E-31,1,Cd40
535,4.32E-35,0.322850143,0.715,0.461,6.04E-31,1,Rhoh
536,4.64E-35,-0.424884781,0.025,0.268,6.49E-31,1,Ptafr
537,4.69E-35,-0.46199527,0.809,0.884,6.56E-31,1,Junb
538,5.14E-35,0.307427245,0.902,0.798,7.19E-31,1,Snrpg
539,6.54E-35,0.285556956,0.599,0.331,9.15E-31,1,Fyn
540,7.89E-35,-0.394099635,0.877,0.875,1.10E-30,1,Akr1a1
541,8.04E-35,-0.56623674,0.017,0.257,1.12E-30,1,Mrc1
542,9.04E-35,0.319305058,0.852,0.708,1.26E-30,1,Nol7
543,1.32E-34,-0.375717164,0.017,0.254,1.85E-30,1,Sirpb1b
544,1.42E-34,0.301697137,0.867,0.717,1.99E-30,1,Csnk2b
545,1.47E-34,-0.531966812,0.193,0.446,2.05E-30,1,Nfe2l2
546,1.82E-34,-0.491819973,0.439,0.631,2.55E-30,1,Xbp1
547,1.93E-34,-0.361619456,0.077,0.327,2.70E-30,1,Milr1
548,2.00E-34,-0.547698918,0.424,0.621,2.80E-30,1,Snx2
549,2.57E-34,-0.496738467,0.295,0.537,3.60E-30,1,Neat1
550,4.23E-34,-0.532414159,0.435,0.65,5.92E-30,1,Rgs10
551,5.73E-34,-0.557492708,0.331,0.535,8.01E-30,1,Eif4ebp1
552,7.28E-34,0.311220447,0.829,0.639,1.02E-29,1,Ppp1cc
553,7.89E-34,-0.407438482,0.015,0.249,1.10E-29,1,Cyp4f18
554,8.17E-34,-0.420104897,0.183,0.431,1.14E-29,1,Cyfip1
555,8.69E-34,-0.376512938,0.012,0.243,1.22E-29,1,Rgl1
556,9.70E-34,-0.557626915,0.59,0.7,1.36E-29,1,Pdia6
557,1.20E-33,0.287640411,0.859,0.696,1.67E-29,1,Gm10073
558,1.33E-33,0.256696334,0.985,0.942,1.86E-29,1,Ppp1ca
559,1.35E-33,-0.415303855,0.079,0.327,1.89E-29,1,Hhex
560,1.61E-33,-0.438849334,0.075,0.321,2.25E-29,1,Cebpb
561,1.61E-33,-0.307627868,0.027,0.258,2.25E-29,1,Guca1a
562,2.69E-33,-0.338089522,0.035,0.271,3.76E-29,1,Fgd2
563,2.85E-33,-0.389479902,0.894,0.907,3.98E-29,1,Calm2
564,3.45E-33,-0.482703038,0.684,0.803,4.82E-29,1,Klf6
565,4.09E-33,-0.340541845,0.039,0.278,5.72E-29,1,Tmem51
566,4.57E-33,-0.311537572,0.044,0.279,6.40E-29,1,Plcg2
567,4.68E-33,-0.281069102,0.012,0.238,6.55E-29,1,Ltbr
568,6.18E-33,-0.370819062,0.058,0.302,8.64E-29,1,Ogfrl1
569,7.59E-33,-0.517277769,0.04,0.279,1.06E-28,1,Ccnd1
570,8.12E-33,-0.511001927,0.027,0.258,1.14E-28,1,Pla2g7
571,1.07E-32,-0.368559178,0.048,0.286,1.50E-28,1,Gas7
572,1.14E-32,0.251826313,0.954,0.881,1.59E-28,1,Snrpe
573,1.16E-32,-0.446243094,0.277,0.496,1.63E-28,1,Atp6v1b2
574,1.47E-32,-0.316223546,0.114,0.383,2.05E-28,1,Klf3
575,1.54E-32,-0.336324359,0.035,0.267,2.16E-28,1,Camk1
576,1.68E-32,0.2843861,0.694,0.449,2.34E-28,1,Lrp10
577,1.87E-32,-1.938116314,0.106,0.342,2.61E-28,1,C1qb
578,2.53E-32,-0.468513256,0.208,0.438,3.54E-28,1,Sap30
579,2.73E-32,-0.425451267,0.85,0.861,3.81E-28,1,Fam49b
580,2.79E-32,-1.009059776,0.852,0.817,3.90E-28,1,Ctsb
581,3.26E-32,0.252295425,0.969,0.901,4.56E-28,1,Serbp1
582,4.93E-32,-0.335756914,0.019,0.245,6.90E-28,1,Cd300lf
583,5.20E-32,0.340678769,0.665,0.421,7.28E-28,1,2700094K13Rik
584,7.14E-32,0.327327671,0.665,0.419,9.99E-28,1,Glipr1
585,7.47E-32,0.326037021,0.645,0.433,1.04E-27,1,Esyt1
586,8.23E-32,0.271402558,0.929,0.826,1.15E-27,1,Eif3m
587,9.31E-32,0.386859464,0.618,0.385,1.30E-27,1,Odc1
588,9.43E-32,-0.447196632,0.029,0.255,1.32E-27,1,Il18bp
589,1.07E-31,0.253497906,0.961,0.84,1.50E-27,1,Selplg
590,1.23E-31,-0.62301285,0.027,0.252,1.72E-27,1,F10
591,1.25E-31,0.284935023,0.624,0.383,1.74E-27,1,Nucb1
592,1.55E-31,-0.406752867,0.062,0.302,2.17E-27,1,Slfn5
593,1.74E-31,-0.540640359,0.41,0.596,2.44E-27,1,Card19
594,1.80E-31,0.290717669,0.53,0.303,2.52E-27,1,Lrmp
595,2.72E-31,0.275130422,0.649,0.393,3.81E-27,1,Pttg1
596,2.99E-31,-0.34945538,0.013,0.231,4.18E-27,1,Hacd4
597,3.64E-31,-0.422172507,0.802,0.811,5.08E-27,1,Efhd2
598,4.82E-31,-0.313229958,0.056,0.293,6.75E-27,1,Il6ra
599,6.35E-31,-0.391087852,0.249,0.473,8.88E-27,1,Slc6a6
600,6.60E-31,-0.287712521,0.021,0.238,9.23E-27,1,Gpr35
601,1.35E-30,-0.363983744,0.008,0.219,1.88E-26,1,Ms4a8a
602,1.49E-30,-0.412726717,0.243,0.47,2.08E-26,1,Myd88
603,1.79E-30,0.2910796,0.881,0.734,2.51E-26,1,Sec11c
604,2.06E-30,-0.688148561,0.171,0.4,2.88E-26,1,Gngt2
605,2.25E-30,0.272231526,0.83,0.58,3.14E-26,1,Hmha1
606,2.28E-30,-0.346643407,0.067,0.293,3.19E-26,1,Themis2
607,3.36E-30,-0.611136155,0.073,0.303,4.71E-26,1,Tmem176a
608,3.58E-30,-0.40784856,0.025,0.242,5.00E-26,1,Hfe
609,3.76E-30,-0.299608976,0.892,0.901,5.26E-26,1,Rac1
610,4.31E-30,0.252860092,0.561,0.322,6.03E-26,1,Surf1
611,4.58E-30,-0.421455959,0.027,0.244,6.41E-26,1,Slamf9
612,5.03E-30,-0.323397784,0.029,0.246,7.03E-26,1,Ptpro
613,5.59E-30,-0.635993309,0.046,0.269,7.81E-26,1,Pltp
614,9.03E-30,-0.355274723,0.68,0.753,1.26E-25,1,Rab7
615,1.00E-29,-0.54186617,0.486,0.642,1.40E-25,1,Zfp36l2
616,1.08E-29,-0.489852671,0.067,0.298,1.50E-25,1,Lair1
617,1.20E-29,-1.025467901,0.033,0.25,1.68E-25,1,Il1b
618,1.27E-29,-0.308622256,0.933,0.923,1.78E-25,1,Psma7
619,1.54E-29,0.255679957,0.934,0.845,2.15E-25,1,Tomm20
620,1.64E-29,-0.357954986,0.017,0.227,2.30E-25,1,Gm5150
621,1.78E-29,-0.352013382,0.035,0.251,2.49E-25,1,Mef2c
622,1.91E-29,0.337290103,0.948,0.752,2.66E-25,1,Ms4a6b
623,2.21E-29,-0.404475117,0.397,0.588,3.09E-25,1,Cnih4
624,2.37E-29,-0.314162254,0.015,0.221,3.32E-25,1,Dok3
625,2.52E-29,-0.587045575,0.012,0.217,3.53E-25,1,Mgst1
626,2.76E-29,-0.338751374,0.015,0.221,3.85E-25,1,Hk3
627,2.80E-29,0.253838555,0.906,0.842,3.92E-25,1,Tomm7
628,3.03E-29,-1.511247687,0.064,0.28,4.23E-25,1,C1qc
629,3.93E-29,-0.270026314,0.031,0.245,5.50E-25,1,Pak1
630,4.63E-29,0.327423928,0.659,0.452,6.48E-25,1,Pstpip1
631,5.22E-29,-0.379157935,0.01,0.213,7.30E-25,1,Pilra
632,5.45E-29,-0.417835273,0.017,0.222,7.62E-25,1,Tnfaip2
633,5.95E-29,-0.26980082,0.052,0.272,8.33E-25,1,Sgk3
634,5.97E-29,-0.290286562,0.046,0.264,8.35E-25,1,Adam15
635,6.37E-29,-0.609169576,0.058,0.279,8.91E-25,1,Clec10a
636,9.19E-29,0.331863107,0.854,0.768,1.28E-24,1,Hnrnpa1
637,1.09E-28,-0.431584831,0.355,0.543,1.52E-24,1,Lat2
638,1.13E-28,-0.446136103,0.042,0.253,1.58E-24,1,Sdc4
639,1.29E-28,-0.399854865,0.908,0.891,1.81E-24,1,Emp3
640,1.45E-28,-0.825178027,0.391,0.591,2.03E-24,1,Isg15
641,1.77E-28,0.266511216,0.857,0.69,2.47E-24,1,Gabarapl2
642,2.77E-28,-0.377087344,0.279,0.491,3.87E-24,1,Mvp
643,2.82E-28,-0.26167023,0.015,0.215,3.94E-24,1,Plxnb2
644,3.12E-28,-0.344955003,0.035,0.242,4.37E-24,1,Il18
645,3.61E-28,0.268492178,0.825,0.654,5.05E-24,1,Mdh1
646,3.73E-28,0.331102984,0.324,0.143,5.22E-24,1,Ikzf2
647,3.87E-28,-0.6913738,0.611,0.703,5.41E-24,1,Syngr2
648,4.29E-28,-0.413079684,0.037,0.246,6.00E-24,1,Basp1
649,4.78E-28,-0.334871437,0.098,0.321,6.68E-24,1,Myadm
650,5.44E-28,-0.542363067,0.434,0.575,7.60E-24,1,Cndp2
651,5.44E-28,0.261892524,0.9,0.766,7.61E-24,1,Mdh2
652,5.93E-28,0.251361553,0.8,0.611,8.29E-24,1,Gm11808
653,8.29E-28,0.250851733,0.697,0.466,1.16E-23,1,Cox20
654,1.05E-27,-0.412314089,0.767,0.8,1.46E-23,1,Dbi
655,1.15E-27,-0.344310229,0.264,0.5,1.61E-23,1,Ifnar2
656,1.17E-27,0.251565271,0.301,0.133,1.63E-23,1,Oxsr1
657,1.31E-27,-0.339279512,0.854,0.842,1.84E-23,1,Smdt1
658,1.66E-27,-0.429072612,0.058,0.27,2.32E-23,1,Qpct
659,1.86E-27,-0.523514279,0.158,0.389,2.60E-23,1,Socs3
660,1.87E-27,-0.435273792,0.056,0.269,2.62E-23,1,Fcgrt
661,2.04E-27,0.293856753,0.825,0.624,2.86E-23,1,Ppp1r18
662,2.52E-27,-0.372678905,0.653,0.733,3.52E-23,1,Rab5c
663,2.75E-27,-0.292985784,0.069,0.282,3.85E-23,1,Cd2ap
664,2.89E-27,0.262599737,0.541,0.323,4.04E-23,1,Ccni
665,3.18E-27,0.256930661,0.672,0.456,4.45E-23,1,Uqcc3
666,4.81E-27,-0.639789846,0.071,0.278,6.72E-23,1,Bcl2a1a
667,5.24E-27,0.31215443,0.568,0.349,7.33E-23,1,Sla
668,5.67E-27,0.258219504,0.83,0.614,7.92E-23,1,Il2rg
669,8.54E-27,-0.84577494,0.019,0.211,1.19E-22,1,Hp
670,1.33E-26,-0.354788237,0.395,0.568,1.86E-22,1,Atp6ap1
671,1.34E-26,0.251222175,0.659,0.435,1.87E-22,1,Lpxn
672,1.62E-26,-0.350721533,0.249,0.453,2.27E-22,1,Snap23
673,1.81E-26,-0.767498321,0.166,0.379,2.53E-22,1,Marcksl1
674,1.84E-26,-0.283243428,0.031,0.227,2.57E-22,1,Il13ra1
675,1.86E-26,-0.604479623,0.486,0.621,2.61E-22,1,Sod2
676,2.27E-26,-0.251927264,0.012,0.198,3.17E-22,1,Sqrdl
677,2.30E-26,-0.481560352,0.035,0.234,3.22E-22,1,H2-DMb2
678,2.50E-26,-0.310831295,0.025,0.217,3.50E-22,1,Rab3il1
679,2.80E-26,-0.251591914,0.019,0.208,3.91E-22,1,Tns3
680,2.99E-26,-0.402157624,0.316,0.511,4.19E-22,1,Dstn
681,4.03E-26,-0.362352449,0.104,0.315,5.64E-22,1,Lmo4
682,4.38E-26,-0.305502134,0.029,0.223,6.13E-22,1,Ppfia4
683,5.64E-26,0.268654883,0.817,0.665,7.88E-22,1,Prkar1a
684,6.21E-26,-0.319154959,0.071,0.283,8.69E-22,1,Trib1
685,6.44E-26,-0.399677106,0.035,0.231,9.00E-22,1,Cnn3
686,6.67E-26,-0.39023462,0.027,0.219,9.33E-22,1,Clec4b1
687,9.59E-26,-1.203999256,0.042,0.236,1.34E-21,1,Ccl12
688,1.40E-25,-0.436066218,0.366,0.542,1.96E-21,1,BC005537
689,1.59E-25,-0.289914781,0.056,0.255,2.22E-21,1,Bach1
690,1.68E-25,-0.33878674,0.127,0.335,2.34E-21,1,Il4ra
691,1.91E-25,-0.299886117,0.066,0.263,2.68E-21,1,Plod3
692,3.03E-25,-0.290383054,0.154,0.366,4.24E-21,1,Cnpy3
693,3.15E-25,-0.395068203,0.035,0.228,4.41E-21,1,Mcemp1
694,3.59E-25,-0.375807983,0.99,0.986,5.02E-21,1,Calm1
695,3.72E-25,-0.308329914,0.087,0.289,5.20E-21,1,Slc31a2
696,4.57E-25,-0.266896048,0.05,0.241,6.39E-21,1,Dusp3
697,5.28E-25,-0.377430959,0.593,0.696,7.39E-21,1,Rbms1
698,5.70E-25,-0.26013379,0.973,0.95,7.97E-21,1,Shfm1
699,5.77E-25,-0.264793075,0.031,0.218,8.06E-21,1,Ciita
700,6.67E-25,-0.319245179,0.618,0.723,9.33E-21,1,Vapa
701,7.75E-25,-0.282720613,0.033,0.22,1.08E-20,1,Fam129b
702,1.28E-24,-0.409780573,0.938,0.961,1.79E-20,1,H2afz
703,1.67E-24,-0.322519378,0.915,0.927,2.33E-20,1,Eif4a1
704,3.27E-24,-0.257244111,0.013,0.188,4.57E-20,1,Cd300ld
705,3.34E-24,-0.271406001,0.044,0.232,4.67E-20,1,Idh1
706,3.38E-24,-0.405672078,0.185,0.385,4.72E-20,1,Clic4
707,3.53E-24,-0.284245511,0.025,0.206,4.93E-20,1,Lyl1
708,4.26E-24,-0.614242218,0.719,0.785,5.96E-20,1,Bst2
709,4.27E-24,-0.291594251,0.019,0.196,5.97E-20,1,Gpr141
710,5.36E-24,-0.360533823,0.083,0.275,7.50E-20,1,Rhob
711,6.05E-24,-0.303983327,0.222,0.419,8.46E-20,1,Tmem55b
712,6.67E-24,0.296216583,0.823,0.688,9.33E-20,1,Nap1l1
713,6.98E-24,-0.27267446,0.04,0.222,9.76E-20,1,Cpne2
714,7.13E-24,-0.475763941,0.145,0.339,9.98E-20,1,Phf11d
715,7.17E-24,-0.39071767,0.854,0.854,1.00E-19,1,Slfn2
716,7.38E-24,-1.063972675,0.015,0.189,1.03E-19,1,Chil3
717,8.22E-24,-1.674857587,0.077,0.264,1.15E-19,1,C1qa
718,8.33E-24,-0.278700185,0.1,0.3,1.16E-19,1,Vwa5a
719,1.30E-23,-0.89031652,0.738,0.814,1.82E-19,1,Plac8
720,1.37E-23,-0.327550898,0.782,0.801,1.92E-19,1,Snx3
721,1.44E-23,-0.262291187,0.067,0.259,2.02E-19,1,Gpr146
722,1.57E-23,-0.311848804,0.013,0.184,2.20E-19,1,C3
723,2.68E-23,0.258790538,0.514,0.326,3.75E-19,1,Ubash3b
724,3.00E-23,-0.29865333,0.04,0.223,4.20E-19,1,Nucb2
725,3.47E-23,0.28216208,0.971,0.935,4.85E-19,1,Ldha
726,4.76E-23,-0.362602686,0.788,0.822,6.65E-19,1,H2afy
